,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,capital,capital_trend,capital_cycle,tfp,tfp_trend,tfp_cycle,real_m2,real_m2_trend,real_m2_cycle,t_bill_3mo,t_bill_3mo_trend,t_bill_3mo_cycle,pce_inflation,pce_inflation_trend,pce_inflation_cycle,unemployment,unemployment_trend,unemployment_cycle
1988-01-01,47.427330611886305,47.27112257938572,0.0032990649564998975,30.212686965440916,29.95153134095141,0.008681481188417273,8.493562535274553,8.462040575437628,0.003718180467738641,111.86975966651949,111.67336646426526,0.0017570949837013572,51.49173997637494,51.37465940128826,0.002276362861976633,19.743382063820643,19.71654485444275,0.0013602262148819655,2.682490564279689e-05,2.6510721060035e-05,0.011781551520980926,0.05723333333333333,0.06699035225505315,-0.009757018921719818,0.08325185779314538,0.07145076573839382,0.011801092054751564,0.057,0.06157151062257844,-0.004571510622578441
1988-04-01,47.94025110834024,47.52560635373821,0.008686820043846577,30.40551002292495,30.141346035597177,0.008725991098699204,8.632187361903013,8.446803623464247,0.021709832828755715,113.20037504266043,111.8537842144318,0.01196695855665375,51.73643695014886,51.59329747602648,0.0027705396994877063,19.7712754375241,19.772489271211786,-6.139191334009197e-05,2.7018470103148708e-05,2.659156264138326e-05,0.01592673848603887,0.0621,0.0665685299527082,-0.004468529952708203,0.07807410270098547,0.07065565603844268,0.007418446662542794,0.05466666666666666,0.06090007260422824,-0.006233405937561581
1988-07-01,48.10322589593293,47.76792916951711,0.006994764864718395,30.612007953364248,30.32300784541664,0.009485589560897623,8.577529247648638,8.426325258837219,0.017785140934894805,113.2142163448979,111.99690669065014,0.01081049188927441,51.99891895901008,51.80070638694185,0.003819143129515812,19.80180775270149,19.828930132975955,-0.0013687549592020787,2.6879947279378824e-05,2.6655367502609817e-05,0.008390016760866814,0.07010000000000001,0.06616296150782251,0.003937038492177497,0.07844495242445682,0.06981967164488431,0.008625280779572503,0.05466666666666666,0.06038153176091145,-0.005714865094244785
1988-10-01,48.6352561245264,47.99740905209426,0.013201671197294651,30.936087695135754,30.49627657397533,0.014318792409406367,8.671806188928574,8.400953856921523,0.031731841587006926,114.23202388413722,112.10006625103901,0.018839756135046848,52.24920583653188,51.99594881374831,0.004858883310015383,19.87126308570848,19.886068306719547,-0.0007447794495711868,2.682298135130938e-05,2.6702677645410647e-05,0.004495186448220778,0.07726666666666666,0.06572523029077862,0.011541436375888045,0.0900128724472502,0.06892737866492943,0.021085493782320774,0.05333333333333333,0.06002161932426058,-0.006688285990927252
1989-01-01,48.99286858471452,48.21357562983946,0.016034114959913026,31.02625448950543,30.66109886611562,0.011839051884371177,8.938383422905618,8.37113599453335,0.06556515019780296,115.0448383880483,112.16138482266443,0.025383181339106997,52.48411826742192,52.178208241509175,0.005845673553097619,19.89407436005577,19.94408992709768,-0.002510938654684214,2.6620221948175326e-05,2.6734211424480213e-05,-0.00427292138751767,0.08539999999999999,0.06520938032101667,0.02019061967898332,0.07991470022550229,0.06796873400627595,0.011945966219226334,0.052000000000000005,0.059822494735224274,-0.00782249473522427
1989-04-01,49.259262007621565,48.41636399058198,0.017259555446317965,31.19057350882122,30.817706384610748,0.01202651062205451,8.78595305749785,8.337485378469815,0.05239254513060576,115.23087136684211,112.18034692372721,0.026829876337851388,52.809553871512335,52.34682710468173,0.008800792670861313,19.93806703168304,20.003174024952838,-0.003260141608689704,2.646340560819382e-05,2.675079508551554e-05,-0.010801337525977672,0.08409999999999998,0.06457666901571175,0.019523330984288226,0.0796092372488999,0.06694687301023579,0.012662364238664112,0.052333333333333336,0.05978213725600685,-0.007448803922673511
1989-07-01,49.51156283895702,48.606209574446204,0.0184549432361103,31.377617659161196,30.966574389020078,0.013186448094662406,8.66253381591998,8.300952557434137,0.04263699404874455,115.22104106311563,112.15826373477663,0.026941436787936368,53.08000340230252,52.50134342649563,0.010961515215350381,20.005500166850613,20.063470330235976,-0.0028935210020266666,2.6715405204126306e-05,2.675321170427302e-05,-0.0014141568880319255,0.07843333333333334,0.06380097292933835,0.014632360403994987,0.07361910634436075,0.06587239724700787,0.00774670909735288,0.052333333333333336,0.0598936370896031,-0.007560303756269766
1989-10-01,49.4990406816603,48.78409430947896,0.014548965769209499,31.468033934611846,31.108429801676014,0.011493397678415285,8.576571699090094,8.262746454977442,0.03727723191093313,114.96385826727204,112.0983711514708,0.02524100337584745,53.31267134587176,52.64159216509396,0.01266750638026437,19.99887366370561,20.125089466038858,-0.0062913136587843255,2.6986070727176583e-05,2.6742087504297817e-05,0.009082198534780872,0.07653333333333333,0.06286837069823609,0.013664962635097241,0.06380856353647446,0.06476382226444027,-0.0009552587279658131,0.05366666666666667,0.06014542893655616,-0.006478762269889492
1990-01-01,49.64091904518662,48.95159076999749,0.013983608067658082,31.59622362233617,31.244277619205906,0.011201364600043728,8.544437614957472,8.224275167481897,0.03819033265126004,114.37989699804199,112.0058246824782,0.02097446192618424,53.207232954204386,52.76778099579631,0.008293548845632603,20.13664190138469,20.188107025444193,-0.0025525342809205043,2.686899765013317e-05,2.671804525636387e-05,0.005633928832985191,0.0776,0.06177408618399708,0.015825913816002922,0.07099248976841244,0.06364450530356691,0.007347984464845525,0.053,0.06052122230756146,-0.007521222307561463
1990-04-01,49.71635217467033,49.11074888787543,0.012255967459130712,31.559900534199397,31.37537139954914,0.0058641095136544585,8.464419442103537,8.187111988736016,0.03331022075254264,113.63893538322681,111.88755982129484,0.015531751761625578,53.41230414124964,52.88055079393247,0.010005522644165765,20.225367405886683,20.252520051942174,-0.0013416041119462818,2.6737428687494545e-05,2.6681876324644913e-05,0.002079861685315265,0.07746666666666667,0.060521883849860444,0.016944782816806225,0.06462269473491089,0.06253720656871674,0.002085488166194152,0.05333333333333333,0.06100067748689581,-0.007667344153562482
1990-07-01,49.63474803035912,49.26408223622649,0.007495893100563755,31.741696294532378,31.503210214013123,0.0075417049073061015,8.258146859938021,8.152996753279082,0.012814651808707556,112.77749873664264,111.75196932577921,0.009134983939783403,53.578997353825784,52.980834021480796,0.011226924958720907,20.270170188133864,20.318293272444823,-0.0023712701963729543,2.673843414257924e-05,2.6634478977465183e-05,0.003895432738886484,0.07476666666666666,0.05912541935520027,0.01564124731146639,0.06574529443821531,0.06146927875450926,0.004276015683706044,0.057,0.06155875399489379,-0.004558753994893791
1990-10-01,49.050215020132434,49.41451806067093,-0.007399699190553388,31.595371206064517,31.62943583237023,-0.0010775716430804216,7.739357165667405,8.123811477984201,-0.04848080726202131,111.9932612775123,111.60850028563357,0.0034414878392983184,53.66659015348591,53.069912070244904,0.011180510629135831,20.11101826203022,20.385373983570023,-0.013549845006770145,2.6666913740803634e-05,2.6576794907118168e-05,0.0033851481060072075,0.06989999999999999,0.057608938848651176,0.012291061151348814,0.058630284107144215,0.0604693779856678,-0.0018390938785235872,0.06133333333333334,0.062165619261794,-0.0008322859284606646
1991-01-01,48.71637177618935,49.56525319520322,-0.017274898122023874,31.26765879815302,31.75586711152161,-0.015493201056175021,7.463184538507333,8.101482529912717,-0.08206486835004423,110.65184956157627,111.46719172901888,-0.007341521238402038,53.65253634038967,53.149456068176775,0.009420872807315295,20.133045763542512,20.45367857444272,-0.01580021480003868,2.6675765620959803e-05,2.6509835325564368e-05,0.006239690096538908,0.06023333333333333,0.05600646425841746,0.004226869074915873,0.036280333487785255,0.059568832896718014,-0.02328849940893276,0.066,0.06278859149658825,0.0032114085034117557
1991-04-01,48.997126860070324,49.71929394571045,-0.014631405049748913,31.40406710235511,31.884330846779758,-0.015177283009591314,7.409640843560116,8.087683865792034,-0.08756042515514739,109.74953206017621,111.33827204731942,-0.01437227477359837,53.576333073476626,53.22152520109707,0.006644499870874121,20.367259843149114,20.522948588073938,-0.007615001402062838,2.672977293346268e-05,2.6434668243362932e-05,0.011101695587287352,0.0556,0.054359699425922975,0.0012403005740770218,0.037931543965104675,0.05879782268851139,-0.02086627872340672,0.06833333333333333,0.06339446872956297,0.004938864603770354
