,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,capital,capital_trend,capital_cycle,tfp,tfp_trend,tfp_cycle
1993-04-01,50.92833427465796,51.28233651833818,-0.006926941314947754,33.04934442615104,33.10626401321242,-0.0017207793095530555,8.186296333186915,8.366211674936698,-0.02173959709582407,110.08337468899609,111.64468676642254,-0.014083358444638705,56.954764600039645,57.39228442003664,-0.0076525272647414155,20.68088396856584,20.57967972004495,0.00490562621697066
1993-07-01,51.03649362092247,51.53171344942595,-0.009656475253116525,33.27624697793806,33.28812602173037,-0.00035691897581546783,8.126656087645822,8.449202698865943,-0.03892254813569762,110.43327221792687,111.8968798435005,-0.013166264269929506,57.048377434909064,57.52818487294406,-0.00837536461403321,20.670214764434846,20.632361497981332,0.001832974137558896
1993-10-01,51.584356395737004,51.794198673301125,-0.004059692372882839,33.48365332856866,33.47643999775599,0.00021545163640723786,8.481082113830452,8.54137951786866,-0.0070844813794712636,111.16152312575693,112.19192936050165,-0.009226752784813996,57.112534897197456,57.680699791215886,-0.009899007290965045,20.794853782470195,20.68281562189456,0.005402349489453506
1994-01-01,51.961779347789744,52.0695374384063,-0.0020716478938167526,33.74630600863153,33.67108836724221,0.0022314025421983352,8.77518619484978,8.641880502547211,0.015307778021860674,111.57624999603033,112.52511327788906,-0.008468212225820615,57.28919331920974,57.85132740562019,-0.009764391357209412,20.87378459133283,20.731283069076852,0.006850227028411648
1994-04-01,52.549273772462094,52.35734250229389,0.0036590920788461823,33.95876331761195,33.871956737301765,0.002559507775522274,9.17244813838139,8.749778444657514,0.047175843759834635,113.14660603156548,112.89104114320347,0.0022612604621805588,57.54162954786638,58.04123923023813,-0.008645101117362941,20.886719935230005,20.7780780089966,0.005215058169972142
1994-07-01,52.71424969337011,52.65715488328543,0.0010836870952162236,34.17482839650548,34.0789766510144,0.00280868761636599,9.000727633999972,8.86419268089465,0.015285555056172573,114.17177894066238,113.28368084949302,0.007809024281644206,57.858083688887554,58.25128317382648,-0.006772941729972004,20.789865969568382,20.823607187443148,-0.0016216490818581342
1994-10-01,53.16947997796656,52.96863040720051,0.0037846878898117886,34.4230592048075,34.29213379481338,0.0038106730902427444,9.325274121787091,8.984465100536482,0.037231375567261527,114.31889385607646,113.69709526559026,0.005454004644361632,58.11463600042067,58.482021185497494,-0.006301834199661016,20.919439604718708,20.86834931861611,0.0024452268413930334
1995-01-01,53.28270548599238,53.29145634989979,-0.00016422111656977378,34.442141924151926,34.511474903204096,-0.002011004080953782,9.40370329368184,9.109989892755292,0.03173197729992072,114.69944626602917,114.12582796379101,0.00501360267756823,58.52328706089693,58.733793874373504,-0.003590521577874206,20.86751027161041,20.912766237977465,-0.0021663803041747087
1995-04-01,53.33013645469748,53.62544211661957,-0.0055220385184275855,34.70652226667859,34.73713136620983,-0.0008815521624288003,9.173181044035244,9.240341561604858,-0.00729472755710292,114.29134663082723,114.56473572162557,-0.0023891802921234273,58.89880756283659,59.00673376854169,-0.0018307237239190144,20.887719024784374,20.957355818921325,-0.003328318024602428
1995-07-01,53.64540433156292,53.970389236665575,-0.006039743465898084,34.90184581232493,34.969194737892515,-0.0019278071686188447,9.09958719977883,9.375254333074942,-0.02984465051759999,115.30789945756518,115.00895825515356,0.002595913935740768,59.17534646979615,59.300860831729956,-0.0021188120678274913,20.856389332298082,21.002591763059602,-0.006985503299810514
1995-10-01,53.86232387062952,54.325908652114926,-0.00857001927128076,35.034585270355,35.20774022746292,-0.004930227085234051,9.25219402924753,9.514401141152101,-0.027945844620602234,115.27638970742322,115.45338752876509,-0.0015342437216530058,59.41454976644431,59.616144513491555,-0.0033872765511269165,20.9148926682398,21.048908101744736,-0.006387214058737545
1996-01-01,54.149874652395546,54.69139609349448,-0.009950745810205497,35.308291161595925,35.45280289963542,-0.004084502673850299,9.327380509109048,9.657252492664586,-0.03475497129084015,115.24282501910226,115.89302433582093,-0.005626137473858428,59.71999251118812,59.952490598384074,-0.003885577931876938,20.99282028395818,21.096650677120433,-0.004933804175481171
1996-04-01,54.91488182538503,55.065936964821574,-0.0027469378039270964,35.68888284274811,35.70430918291359,-0.00043215158106457707,9.696521952702184,9.803072621991852,-0.010928609758012797,116.03726597805313,116.32268259142629,-0.0024566777422476704,60.0104867848789,60.30969037684989,-0.0049734668909477975,21.158577142001867,21.146084234442817,0.0005906161409039434
1996-07-01,55.25007646357818,55.44824697303958,-0.0035803743906166474,35.83841870405783,35.962091848613,-0.0034449132996416942,10.017693151552166,9.950861959581223,0.006693668232965244,116.66797156615169,116.73669199278358,-0.0005888522325969703,60.36337178860701,60.68739683698905,-0.005353552496273117,21.16936671261265,21.19741091112834,-0.0013238770652193033
1996-10-01,55.65523827335417,55.83690982551347,-0.003258914928887968,36.06750116750138,36.225969080717164,-0.00438402435185381,9.973263970037808,10.099489175309794,-0.012576936328075217,117.65267982323134,117.12912877249315,0.00445990191222112,60.77340807685814,61.085076973311374,-0.005115270814642692,21.15823220545441,21.250843011663214,-0.004367506386219855
1997-01-01,55.75498944843365,56.23034277359775,-0.008489615037301057,36.22327023501891,36.49567498258585,-0.007492023459175101,10.150080202549692,10.247797441339468,-0.009581191536220945,118.09245877694448,117.49395903508477,0.0050809468134120905,61.05883264251035,61.50198890083566,-0.007231645219797578,21.11016519756337,21.30657780181501,-0.009261154638628977
1997-04-01,56.558604713569245,56.626802026158735,-0.0012050550120665804,36.32510675303176,36.77083461412992,-0.012195845008457606,10.55785407851466,10.394482076744064,0.015594949564175842,118.40218040499897,117.82542227329614,0.004883081157364799,61.53016014604727,61.9371814361911,-0.006593205286085535,21.320546921686113,21.364756841480972,-0.0020714359137898875
