,gdp,gdp_trend,consumption,consumption_trend,investment,investment_trend,hours,hours_trend,capital,capital_trend,tfp,tfp_trend,real_m2,real_m2_trend,t_bill_3mo,t_bill_3mo_trend,pce_inflation,pce_inflation_trend,unemployment,unemployment_trend
2007-04-01,67.31418834580501,66.29542048247085,45.140554782709856,44.75063634747166,12.633223172311721,11.541767971636608,111.07800577478342,107.26299094974743,75.39026804548209,74.467673702736,24.634984306733966,24.926806496898177,3.387403599527017e-05,3.446775055927788e-05,0.047366666666666675,0.02604268911362758,0.04717518372203977,0.04140731485178946,0.045,0.05974251281937176
2007-07-01,67.46811291930425,66.3063440157094,45.27487282418839,44.78584017408616,12.467645159051616,11.392884890561104,110.34740954204032,106.73871772315707,75.73351437329178,74.64477372643054,24.75805977046079,24.989656001796522,3.412411274104053e-05,3.468521786023042e-05,0.04303333333333334,0.024821823154538205,0.045083970059452305,0.039277882339373814,0.04666666666666667,0.061485816532358586
2007-10-01,67.66639749158041,66.29789887346044,45.526127958936456,44.80939619328338,12.179443733672105,11.235363568902153,109.74593766158705,106.1770182739168,76.02390667638682,74.78312812547715,24.885838128344282,25.056068583298437,3.424239495064433e-05,3.491700925162081e-05,0.0339,0.023383919150646096,0.04999217110093457,0.03715070724255214,0.048,0.06340446860320234
2008-01-01,67.31510032248556,66.27276930982795,45.64353677059717,44.822498632103176,11.779082016767315,11.073105496930642,109.45710413224757,105.5841898525854,76.51292958924313,74.88115986522206,24.743493189420352,25.126368052912035,3.478205608043464e-05,3.5162957612680646e-05,0.020433333333333335,0.021771722953063823,0.04029789837740072,0.03507420298121017,0.05,0.06547026134801906
2008-04-01,67.48779306515672,66.23449535969458,45.823450859306604,44.82679563168858,11.58068718828097,10.910367171180424,108.56928893193518,104.96860199254809,76.64381842801141,74.938119280925,24.923725481063805,25.200775882669273,3.5093875505410714e-05,3.542246913199557e-05,0.016266666666666665,0.020034552963434794,0.04231353048397368,0.03310480889014508,0.05333333333333333,0.06764535929004778
2008-07-01,66.92190963237299,66.18726387625283,45.4754875563891,44.824450394718774,11.269633835003143,10.751583407940785,106.99587514814787,104.34080865639595,76.689160620111,74.95433172562102,24.945208188459134,25.279275130524013,3.5160287514246015e-05,3.5694697687393665e-05,0.014933333333333331,0.018220891089890112,0.03354231515330586,0.031302229113776725,0.06,0.06988225803918505
2008-10-01,65.27453897070464,66.13602968597178,44.103216461498334,44.81824533357363,10.347034079886557,10.601329180122537,104.08657120146007,103.71331393306147,76.6512983051308,74.93124383423606,24.775344463648374,25.3616749833643,3.607487911164111e-05,3.5978567703181434e-05,0.002966666666666667,0.016376864311625394,-0.004099212047437462,0.02973192324752108,0.06866666666666667,0.07212450818910446
2009-01-01,64.51752403125877,66.08618993941069,43.72774590662621,44.81136682105508,9.030846179810633,10.464235628800491,101.34213115881015,103.09994590997039,76.58948001583725,74.87143452545297,24.924086717392555,25.44757195771754,3.7218602101131446e-05,3.6272631397879626e-05,0.0021333333333333334,0.014546544884238405,-0.017930588238491696,0.028460750940568838,0.08266666666666668,0.0743094839222051
2009-04-01,64.27466907721444,66.04258462752915,43.70801990699643,44.8065492459943,8.345763177748719,10.344556567201113,98.84539617112534,102.51443823779242,76.0523388548795,74.77859186523528,25.298398728606617,25.53618488446801,3.762672688765927e-05,3.6575456619822026e-05,0.0017333333333333335,0.012765623689798805,-0.029108879945702992,0.027534427382551324,0.09299999999999999,0.07637239826993455
2009-07-01,64.33561661590936,66.00905106479821,44.14791614749293,44.8058405139845,8.215400180412278,10.245456591318714,97.47552746215517,101.96912667515474,75.33652340220036,74.65749172308215,25.637853153882403,25.62638942891618,3.761931145085179e-05,3.688615713312408e-05,0.0015666666666666665,0.011062033353156935,-0.018407267400220917,0.026969673176112968,0.09633333333333334,0.07825368750295565
