,gdp,gdp_trend,consumption,consumption_trend,investment,investment_trend,hours,hours_trend,capital,capital_trend,tfp,tfp_trend
1980-04-01,40.00053063457557,40.29044290713881,24.376562043305796,24.55635223083202,7.425606629180483,7.743219423280156,106.17781233559782,105.81572272519354,46.79926232810605,46.010732730211586,17.812481349714336,18.08872609980865
1980-07-01,39.78850735645754,40.34682173754649,24.567909351677038,24.610284036584254,6.89594026131743,7.737986277464504,105.24678361259774,105.74881665500236,46.97942597730984,46.32453346605661,17.795839658107983,18.078427423237446
1980-10-01,40.390017196911685,40.404410709774446,24.782451771168795,24.66765625915337,7.460572202646033,7.730530374802935,106.29951813019025,105.6693386557686,47.05331982208765,46.62998829689819,17.93851038454373,18.07146462160725
1981-01-01,41.03877373674659,40.465835449399435,24.770521199207124,24.73018660331582,8.136030951812986,7.722092963074046,106.53384151096992,105.58387060084942,47.2652107807113,46.92677943719758,18.171976181620764,18.068291881460006
1981-04-01,40.60124087461649,40.533729235177645,24.61757029078539,24.79968452187842,7.829290751429154,7.713739410023267,106.26503184407785,105.49936737437815,47.6461095802511,47.214857253425,17.957266639918323,18.06928187800232
1981-07-01,40.948523408786095,40.611102163548026,24.590885548748915,24.8780096848642,8.191904939838215,7.7067821197872135,105.82085679356972,105.42335215622798,47.933043222469045,47.494393625080455,18.12211751103942,18.07487472191762
1981-10-01,40.36511724116487,40.70103484461895,24.292351676157054,24.966937728609647,7.915926640057227,7.702600841319072,104.99234109559595,105.36380399104893,48.300196188246446,47.76584487143641,17.907539898148496,18.085444082192918
1982-01-01,39.620805845493905,40.806855690983035,24.372353007673322,25.068098782064336,7.118962531070525,7.702868455124453,102.89136160304693,105.32893741409508,48.60643538909955,48.02996181307888,17.7704516006279,18.10139793823096
1982-04-01,39.68057922814166,40.9317311226479,24.29020862713822,25.182732968348873,7.0694547018968565,7.709395842239135,103.0608342512758,105.32673767725018,48.6992541865567,48.287854560557854,17.766365595333234,18.123038285325073
1982-07-01,39.4143322115065,41.078131534978425,24.41992467681492,25.311675657313245,6.942558062520941,7.723632223294721,102.01730802902847,105.36367348880052,48.78300508878996,48.541024543806486,17.753600659930605,18.15046435471225
1982-10-01,39.310570807336475,41.247791461875195,24.78807946072503,25.45522510461554,6.345519310708346,7.746638365517566,100.75212053755918,105.44482859315235,48.826254009679,48.79126730711132,17.845540485776365,18.183555449846367
1983-01-01,39.72279014740822,41.44143717621606,24.983487539586097,25.613132455461557,6.467423333810951,7.778996496490821,101.11195973979574,105.57322429965004,48.737992451599645,49.040570217724856,18.00232945057574,18.221943420833746
1983-04-01,40.521432920075895,41.65859205736174,25.469215519873906,25.78473356915782,6.949545401755801,7.820354734918954,102.03159758143283,105.74894819155571,48.6853523161089,49.29098448333675,18.263420236572255,18.265047419415065
1983-07-01,41.21449046391279,41.89769437242289,25.91722720821596,25.968958681234874,7.2869693989925475,7.869475387547264,103.79217520074333,105.9692913797662,48.74397152699057,49.5444119122764,18.36263037346369,18.312146020330044
1983-10-01,41.953946166841924,42.15644599697461,26.230113601698736,26.1645186750587,7.943630548741129,7.924527616811598,105.43897147853576,106.22920358585885,48.88256745487401,49.802408654979466,18.483424348130875,18.36251199137653
1984-01-01,42.59706853841508,42.432077579476825,26.357552951468048,26.370061543086088,8.62035908130067,7.983258784542315,107.02341619072658,106.52224887123059,49.116849938369434,50.06605370958701,18.554620860355993,18.415443521608953
1984-04-01,43.22310990778903,42.72163304855227,26.68970315651284,26.58423989808044,8.827597899349332,8.043366473805003,108.14037212750702,106.84145427188486,49.59129024300082,50.33586273138395,18.637870285667894,18.470307496898336
1984-07-01,43.52390868064879,43.02218803055598,26.785418502469334,26.80565751870847,8.939246580052542,8.102868173149577,108.30862696357717,107.18009795483525,50.09492993001789,50.611757429249906,18.682429933669336,18.526550972999175
1984-10-01,43.74744266114851,43.33105534890538,27.014749816743787,27.03293947978629,8.770903794222688,8.16019719477337,108.67051618356828,107.53219591077323,50.59038468657725,50.89318409542631,18.673276486471423,18.583719394677964
1985-01-01,44.07460316254208,43.64578755951522,27.464868188045067,27.264650971635955,8.438075861344547,8.214248888527795,109.29541610205979,107.89239664624888,51.06946837344019,51.17924846330243,18.681207821467652,18.641450281940347
1985-04-01,44.35678159068714,43.96412811822219,27.69675198108065,27.499295323297098,8.54151288421835,8.26426689959364,109.76842796952131,108.25599090088924,51.43976344885836,51.46884398708577,18.700763011082536,18.699432835183064
1985-07-01,44.916419334391904,44.28402412233475,28.199878698299823,27.735449935945375,8.418112487403759,8.309623201747804,109.78839778224929,108.6190830600255,51.81108587659087,51.76076920116889,18.886860348694135,18.757377345397668
1985-10-01,45.117032822381034,44.60361007546714,28.216838128654757,27.971767619735562,8.726215056952778,8.349857255130186,110.01526278291006,108.97867014990419,52.12172275740627,52.05377656033711,18.906181690993918,18.814991345163467
1986-01-01,45.31404163990777,44.92136492976122,28.38374261871337,28.20714806833875,8.679602149533649,8.384578174701105,109.30135884208978,109.33244162969484,52.39457474960285,52.346621791060336,19.034446294090227,18.87205995301991
1986-04-01,45.392633151329946,45.236049242383835,28.47643876039167,28.44061010163977,8.540936299252413,8.413632216600497,108.71187076810453,109.67870727083567,52.76084072370834,52.638075619224395,19.088004279658897,18.928422971923723
1986-07-01,45.69724248094757,45.546639122074104,28.93177471356184,28.671254075835062,8.289488150588806,8.437058210087345,108.9522779449829,110.0157380877182,53.07459657592167,52.92691228195721,19.14874514439458,18.984020091089963
1986-10-01,45.80805374267695,45.852185155887156,29.04104209026456,28.898177170253504,8.281742432083929,8.45498685841521,109.45000195940607,110.34117631262437,53.31099459593137,53.211957844584184,19.10864920230464,19.038890364896904
1987-01-01,45.988376066791744,46.15181221269018,29.05599006982447,29.120617002763364,8.4844484756295,8.46746796967041,110.42307787448296,110.65196890569501,53.50648869953619,53.49210826989796,19.0493951097944,19.093176569666117
1987-04-01,46.35053564631939,46.44459979737373,29.44626916394302,29.33788361282344,8.434513680327576,8.474452835405554,110.71131465730323,110.94447256753547,53.77887616516595,53.76630161625267,19.132870172511378,19.147067016092024
1987-07-01,46.62769072309608,46.729506859303996,29.75812631798994,29.54923183037825,8.366695753719455,8.475913948103752,111.1787905380415,111.21487102247886,54.04051102868139,54.03346697996345,19.162056280123867,19.2007246841761
1987-10-01,47.31160296492818,47.00541476646767,29.767385258017416,29.753970964603113,8.941402971046482,8.471809558417945,112.06641633307852,111.45917765865504,54.288007025938086,54.29252477656518,19.311966906340935,19.254305508467116
1988-01-01,47.427330611886305,47.27112285088145,30.212686965440916,29.951531401471144,8.493562535274553,8.462040309575553,111.86975966651949,111.67336642400929,54.656073844402016,54.542384845533604,19.3355374165025,19.307942864405476
1988-04-01,47.94025110834024,47.5256064713415,30.40551002292495,30.14134604380848,8.632187361903013,8.446803361658379,113.20037504266043,111.85378402959984,54.92359541379558,54.78194088654858,19.361893688299787,19.361807809680972
1988-07-01,48.10322589593293,47.767929160248336,30.612007953364248,30.32300781111474,8.577529247648638,8.426325006357098,113.2142163448979,111.99690639404382,55.20825997331871,55.01014670920184,19.391054599588347,19.416090643579285
1988-10-01,48.6352561245264,47.99740894059366,30.936087695135754,30.496276506027648,8.671806188928574,8.400953617755368,114.23202388413722,112.10006587154656,55.48131952196182,55.226036982192035,19.458169963403435,19.47098385397839
1989-01-01,48.99286858471452,48.21357543827996,31.02625448950543,30.661098772442003,8.938383422905618,8.371135771543582,115.0448383880483,112.16138438537227,55.73701978103203,55.42876606455452,19.479741686766907,19.526666367692812
1989-04-01,49.259262007621565,48.41636373864875,31.19057350882122,30.817706272186847,8.78595305749785,8.337485173545103,115.23087136684211,112.18034645008898,56.08515178826136,55.61764755263902,19.52251033585705,19.583311126739414
